Experiment: Apr29_NP_tst_expt vial 15, Fri Apr 29 15:50:36 2022
0.0017,169
0.0067,169
0.0124,166
0.018,168
0.0233,167
0.0289,169
0.0346,167
0.0402,167
0.0456,163
2.857,163
2.8626,163
2.8679,161
2.8737,166
2.879,165
2.8847,162
2.8903,162
2.8957,163
2.9013,165
2.9069,164
2.9126,162
2.9179,162
2.9236,163
2.9293,164
2.9346,165
2.9403,164
2.9459,162
2.9513,163
2.9569,164
2.9625,162
2.9679,164
2.9735,163
2.9792,163
2.9848,164
2.9901,163
2.9958,162
3.0014,164
3.0068,167
3.0125,163
3.0182,162
3.0235,161
3.0292,165
3.0348,161
3.0402,164
3.0458,164
3.0513,161
3.057,162
3.0626,162
3.0679,163
3.0736,161
3.0791,162
3.0847,164
3.0904,163
3.0957,165
3.1013,162
3.1069,163
3.1126,162
3.1179,163
3.1235,162
3.1291,165
3.1348,165
3.1404,160
3.1457,162
3.1514,162
3.157,161
3.1626,166
3.1679,164
3.1735,166
3.1792,159
3.1848,163
3.1902,164
3.1958,162
3.2014,165
3.2068,163
3.2124,166
3.218,163
3.2237,162
3.229,164
3.2346,163
3.2403,160
3.246,163
3.2513,162
3.2569,162
3.2626,162
3.2679,163
3.2735,163
3.2792,162
3.2848,163
3.2901,161
3.2958,164
3.3014,164
3.307,161
3.3124,163
3.318,163
3.3236,158
3.3292,164
3.3349,163
3.3402,163
3.3458,162
3.3515,160
3.3571,160
3.3624,161
3.3681,163
3.3737,162
3.3793,164
3.3846,163
3.3903,163
3.3959,163
3.4013,163
3.4069,163
3.4125,160
3.4182,162
3.4235,163
3.4291,163
3.4348,162
3.4404,162
3.4458,164
3.4514,161
3.457,162
3.4624,164
3.468,163
3.4736,164
3.4792,163
3.4846,161
3.4902,164
3.4958,162
3.5014,164
3.5068,164
3.5124,163
3.518,163
3.5237,163
3.529,163
3.5346,165
3.5402,162
3.5459,163
3.5515,160
3.5568,161
3.5624,160
3.5681,164
3.5737,163
3.579,162
3.5846,164
3.5902,164
3.5959,164
3.6015,161
3.6068,163
3.6125,162
3.618,166
3.6237,163
3.6293,164
3.6346,165
3.6403,164
3.6458,164
3.6515,160
3.6571,164
3.6624,164
3.668,163
3.6736,162
3.6793,163
3.6846,165
3.6903,165
3.6959,164
3.7012,163
3.7069,161
3.7125,161
3.7181,163
3.7234,163
3.7291,163
3.7347,160
3.7403,164
3.746,161
3.7513,163
3.7569,164
3.7625,163
3.7682,162
3.7735,163
3.7791,162
3.7848,165
3.7904,163
3.7957,162
3.8013,162
3.807,165
3.8126,165
3.8182,165
3.8235,162
3.8292,164
3.8348,163
3.8404,163
3.8458,164
3.8514,164
3.8571,162
3.8624,160
3.868,162
3.8737,164
3.879,161
3.8846,163
3.8903,162
3.8959,161
3.9015,164
3.9069,165
3.9125,163
3.9181,163
3.9237,162
3.9291,163
3.9347,161
3.9403,162
3.946,162
3.9513,160
3.957,162
3.9626,163
3.9679,164
3.9736,160
3.9792,163
3.9848,162
3.9902,162
3.9958,162
4.0014,162
4.0071,165
4.0124,165
4.018,164
4.0237,164
4.0293,163
4.0346,163
4.0403,161
4.0459,162
4.0512,162
4.0569,163
4.0625,162
4.0681,159
4.0735,161
4.0791,164
4.0847,161
4.0903,163
4.096,164
4.1013,161
4.107,163
4.1126,162
4.118,161
4.1236,161
4.1292,164
4.1349,162
4.1402,164
4.1458,161
4.1515,160
4.1571,161
4.1625,161
4.1681,160
4.1737,162
4.1791,159
4.1847,163
4.1904,163
4.1957,159
4.2014,161
4.207,164
4.2126,165
4.218,164
4.2236,165
4.2293,164
4.2346,162
4.2403,164
4.2459,163
4.2515,165
4.2569,161
4.2625,164
4.2679,161
4.2736,163
4.2792,162
4.2848,162
4.2902,162
4.2957,161
4.3014,163
4.307,164
4.3127,163
4.318,162
4.3236,164
4.3292,163
4.3348,161
4.3402,165
4.3458,163
4.3514,163
4.357,162
4.3626,162
4.368,162
4.3736,162
4.3792,161
4.3848,161
4.3902,161
4.3958,162
4.4014,163
4.407,165
4.4124,163
4.418,162
4.4236,163
4.4293,163
4.4346,165
4.4403,164
4.4459,164
4.4515,165
4.4569,164
4.4625,164
4.4681,162
4.4738,163
4.4791,162
4.4847,164
4.4904,163
4.4957,164
4.5014,162
4.507,165
4.5126,164
4.518,163
4.5236,164
4.5292,166
4.5349,161
4.5402,163
4.5458,164
4.5515,164
4.5568,161
4.5625,163
4.5681,165
4.5737,161
4.5791,165
4.5847,164
4.5903,163
4.596,162
4.6013,163
4.607,162
4.6126,163
4.618,162
4.6236,164
4.6292,167
4.6348,165
4.6402,166
4.6458,168
4.6515,168
4.6571,166
4.6624,168
4.6681,167
4.6737,166
4.6791,166
4.6847,166
4.6904,166
4.696,166
4.7013,169
4.7069,166
4.7126,166
4.7182,166
4.7236,167
4.7292,167
4.7349,166
4.7402,166
4.7458,167
4.7515,165
4.7571,166
4.7625,164
4.7681,167
4.7737,166
4.7791,165
4.7847,167
4.7903,166
4.7959,164
4.8013,163
4.8069,166
4.8126,165
4.8182,164
4.8235,164
4.8292,167
4.8348,167
4.8404,165
4.8458,168
4.8514,165
4.857,165
4.8624,167
4.868,166
4.8737,167
4.8793,166
4.8846,166
4.8903,165
4.8959,167
4.9015,165
4.9069,165
4.9125,167
4.9181,165
4.9238,166
4.9291,163
4.9347,165
4.9404,166
4.9457,167
4.9514,166
4.957,167
4.9626,165
4.968,166
4.9736,166
4.9792,167
4.9849,168
4.9902,167
4.9959,167
5.0015,168
5.0071,165
5.0125,165
5.0181,166
5.0237,167
5.0291,165
5.0347,168
5.0403,164
5.0459,168
5.0513,169
5.0569,165
5.0626,166
5.0682,168
5.0736,164
5.0792,167
5.0848,165
5.0904,167
5.0958,170
5.1014,166
5.107,165
5.1124,166
5.118,166
5.1236,167
5.1293,166
5.1346,166
5.1402,168
5.1459,165
5.1515,166
5.1568,165
5.1625,165
5.1681,164
5.1737,166
5.1793,167
5.1847,166
5.1903,165
5.1958,166
5.2014,165
5.207,166
5.2126,167
5.218,167
5.2236,166
5.2292,168
5.2348,169
5.2402,166
5.2458,168
5.2514,167
5.257,166
5.2626,167
5.268,169
5.2736,166
5.2792,166
5.2848,165
5.2902,167
5.2958,168
5.3014,164
5.307,169
5.3124,166
5.318,168
5.3236,168
5.3293,167
5.3348,166
5.3404,169
5.3458,168
5.3514,169
5.357,168
5.3624,165
5.368,167
5.3736,167
5.3793,169
5.3846,167
5.3902,169
5.3959,166
5.4015,167
5.4071,167
5.4124,168
5.418,168
5.4237,166
5.4293,169
5.4346,165
5.4403,168
5.4459,168
5.4515,170
5.4569,168
5.4625,166
5.4681,168
5.4738,166
5.4791,170
5.4847,167
5.4904,166
5.4957,164
5.5013,167
5.507,167
5.5126,168
5.518,166
5.5236,168
5.5292,169
5.5349,168
5.5402,167
5.5458,169
5.5514,169
5.5571,167
5.5624,166
5.568,168
5.5736,168
5.5792,166
5.5849,169
5.5902,169
5.5958,168
5.6014,168
5.607,166
5.6124,167
5.618,168
5.6236,169
5.6292,166
5.6349,167
5.6402,167
5.6458,169
5.6514,168
5.657,167
5.6624,166
5.668,166
5.6736,167
5.6792,168
5.6848,168
5.6902,168
5.6958,169
5.7014,164
5.707,167
5.7124,168
5.718,169
5.7236,167
5.7293,169
5.7346,168
5.7403,168
5.7459,168
5.7515,170
5.7568,167
5.7625,169
5.7681,169
5.7737,169
5.7793,167
5.7847,169
5.7903,167
5.796,168
5.8013,167
5.8069,167
5.8126,166
5.8179,166
5.8236,167
5.8292,170
5.8348,168
5.8402,166
5.8459,167
5.8515,164
5.8569,169
5.8625,166
5.8682,167
5.8738,166
5.8791,164
5.8848,165
5.8904,167
5.896,167
5.9013,167
5.907,164
5.9126,164
5.9182,167
5.9236,165
5.9292,165
5.9348,166
5.9404,168
5.9458,166
5.9514,165
5.957,165
5.9624,164
5.968,165
5.9736,167
5.9793,166
5.9849,167
5.9902,168
5.9959,165
6.0015,167
6.0068,166
6.0125,166
6.0181,165
6.0237,162
6.0291,167
6.0347,165
6.0404,163
6.046,163
6.0513,162
6.057,166
6.0626,168
6.068,165
6.0736,165
6.0792,166
6.0848,166
6.0902,165
6.0958,165
6.1015,165
6.1071,166
6.1124,165
6.1181,167
6.1237,167
6.129,163
6.1347,166
6.1403,166
6.1459,166
6.1513,165
6.1569,166
6.1625,164
6.1681,165
6.1738,166
6.1791,167
6.1848,166
6.1904,167
6.1957,168
6.2014,166
6.207,166
6.2126,166
6.218,166
6.2236,165
6.2292,166
6.2348,166
6.2402,165
6.2458,166
6.2514,167
6.2571,165
6.2624,168
6.268,167
6.2737,167
6.2793,166
6.2847,168
6.2903,169
6.2959,166
6.3015,168
6.3069,165
6.3125,167
6.3181,164
6.3238,164
6.3291,167
6.3347,168
6.3404,166
6.3457,164
6.3514,165
6.357,166
6.3626,168
6.368,166
6.3736,168
6.3792,163
6.3848,165
6.3902,166
6.3958,166
6.4014,164
6.4071,165
6.4124,166
6.4181,163
6.4237,166
6.4293,161
6.4347,166
6.4403,164
6.4459,165
6.4513,167
6.4569,167
6.4625,167
6.4681,167
6.4738,167
6.4791,170
6.4848,167
6.4904,169
6.496,168
6.5014,170
6.507,167
6.5126,167
6.5182,166
6.5236,167
6.5292,165
6.5348,165
6.5404,165
6.5458,165
6.5514,166
6.557,165
6.5627,167
6.568,165
6.5736,166
6.5793,165
6.5849,170
6.5902,166
6.5959,167
6.6015,166
6.6068,168
6.6124,164
6.6181,168
6.6237,167
6.6293,166
6.6347,168
6.6403,168
6.6459,167
6.6515,169
6.6569,169
6.6625,167
6.6681,166
6.6738,166
6.6791,168
6.6848,167
6.6902,166
6.6958,166
6.7015,166
6.7071,165
6.7124,166
6.718,166
6.7236,167
6.7293,166
6.7349,167
6.7402,166
6.7458,167
6.7514,166
6.7569,165
6.7625,167
6.7681,167
6.7736,165
6.7792,168
6.7847,167
6.7903,166
6.796,167
6.8013,165
6.8069,166
6.8125,164
6.8181,166
6.8237,169
6.8291,168
6.8347,166
6.8403,166
6.8459,166
6.8513,163
6.857,167
6.8626,169
6.868,167
6.8736,168
6.8792,163
6.8848,167
6.8904,167
6.8958,168
6.9014,165
6.9071,165
6.9124,167
6.9181,168
6.9237,166
6.9293,164
6.9347,166
6.9403,166
6.9459,168
6.9515,167
6.9569,166
6.9625,168
6.9682,167
6.9738,169
6.9791,168
6.9848,168
6.9904,165
6.9957,166
7.0014,168
7.007,165
7.0126,162
7.018,166
7.0236,167
7.0292,168
7.0349,166
7.0402,167
7.0458,166
7.0515,169
7.0571,166
7.0624,166
7.0681,170
7.0737,167
7.0793,167
7.0846,165
7.0903,168
7.0959,167
7.1015,167
7.1069,165
7.1125,168
7.1181,168
7.1237,169
7.1291,168
7.1347,166
7.1403,168
7.146,167
7.1513,167
7.157,168
7.1626,166
7.1682,168
7.1735,170
7.1792,165
7.1848,167
7.1904,168
7.1958,171
7.2014,167
7.207,170
7.2127,168
7.218,166
7.2237,169
7.2293,166
7.2349,166
7.2402,167
7.2459,165
7.2515,168
7.2569,167
7.2625,168
7.2681,168
7.2737,169
7.2791,166
7.2847,167
7.2903,168
7.296,168
7.3013,168
7.3069,166
7.3126,166
7.3182,169
7.3238,166
7.3292,168
7.3348,167
7.3404,167
7.3458,166
7.3514,166
7.357,167
7.3627,169
7.368,168
7.3736,167
7.3793,167
7.3846,168
