Experiment: April_28_Phage_Osmo_expt vial 7, Wed Apr 28 17:10:55 2021
0.0025,1626
0.0079,1623
0.0135,1627
0.0192,1626
0.0245,1622
0.0301,1625
0.0358,1628
0.0411,1621
0.0468,1620
0.0524,1625
0.0578,1627
0.0634,1622
0.069,1624
0.0747,1627
0.08,1623
0.0857,1621
0.0913,1625
0.0967,1625
0.1023,1624
0.1079,1626
0.1136,1623
0.119,1622
0.1246,1627
0.1302,1625
0.1356,1624
0.1413,1626
0.1469,1623
0.1522,1620
0.1579,1621
0.1635,1627
0.1689,1624
0.1746,1622
0.1802,1626
0.1858,1624
0.1912,1622
0.1968,1627
0.2024,1627
0.2079,1619
0.2135,1623
0.2189,1627
0.2246,1625
0.2302,1621
0.2356,1625
0.2412,1626
0.2469,1622
0.2525,1622
0.2578,1625
0.2635,1622
0.2691,1623
0.2745,1625
0.2801,1625
0.2857,1624
0.2911,1627
0.2968,1623
0.3024,1626
0.3081,1627
0.3134,1623
0.3191,1623
0.3247,1629
0.3301,1624
0.3357,1623
0.3414,1626
0.3467,1624
0.3524,1625
0.358,1628
0.3634,1624
0.369,1624
0.3747,1629
0.3801,1625
0.3858,1623
0.3914,1628
0.3968,1626
0.4024,1623
0.4078,1627
0.4134,1628
0.4191,1622
0.4247,1625
0.4301,1628
0.4357,1621
0.4413,1624
0.4467,1628
0.4524,1623
0.458,1624
0.4634,1629
0.469,1624
0.4747,1622
0.4801,1627
0.4857,1626
0.4913,1622
0.497,1627
0.5023,1628
0.508,1621
0.5133,1625
0.519,1628
0.5246,1623
0.5303,1622
0.5356,1624
0.5413,1626
0.5469,1620
0.5523,1624
0.5579,1627
0.5635,1623
0.5692,1622
0.5746,1628
0.5802,1626
0.5856,1634
0.5912,1627
0.5969,1627
0.6025,1622
0.6081,1625
0.6135,1628
0.6191,1623
0.6245,1625
0.6302,1629
0.6358,1623
0.6412,1626
0.6469,1626
0.6525,1623
0.6579,1627
0.6635,1627
0.6692,1623
0.6746,1626
0.6802,1630
0.6859,1622
0.6912,1622
0.6969,1629
0.7023,1628
0.708,1622
0.7134,1626
0.7191,1629
0.7247,1622
0.7301,1624
0.7357,1629
0.7414,1624
0.7467,1622
0.7524,1627
0.758,1626
0.7636,1620
0.769,1627
0.7746,1628
0.7802,1623
0.7856,1623
0.7913,1629
0.797,1626
0.8023,1620
0.808,1627
0.8136,1625
0.819,1621
0.8246,1626
0.8302,1627
0.8356,1623
0.8412,1622
0.8469,1627
0.8525,1625
0.8581,1623
0.8635,1629
0.8691,1626
0.8747,1622
0.8801,1629
0.8857,1624
0.8914,1623
0.8967,1629
0.9023,1624
0.908,1621
0.9136,1628
0.919,1625
0.9246,1621
0.9303,1625
0.9356,1627
0.9413,1622
0.9469,1624
0.9523,1631
0.9579,1626
0.9636,1620
0.969,1627
0.9747,1629
0.9801,1622
0.9857,1624
0.9914,1630
0.9967,1626
1.0024,1622
1.008,1626
