Experiment: Apr29_NP_tst_expt vial 2, Fri Apr 29 15:50:36 2022
0.0017,1590
0.0067,1593
0.0124,1596
0.018,1592
0.0233,1587
0.0289,1593
0.0346,1593
0.0402,1589
0.0456,1595
2.857,1591
2.8626,1590
2.8679,1593
2.8737,1593
2.879,1587
2.8847,1592
2.8903,1594
2.8957,1590
2.9013,1592
2.9069,1596
2.9126,1594
2.9179,1589
2.9236,1596
2.9293,1595
2.9346,1590
2.9403,1591
2.9459,1596
2.9513,1590
2.9569,1590
2.9625,1594
2.9679,1592
2.9735,1589
2.9792,1596
2.9848,1593
2.9901,1590
2.9958,1594
3.0014,1594
3.0068,1589
3.0125,1592
3.0182,1596
3.0235,1588
3.0292,1592
3.0348,1595
3.0402,1592
3.0458,1592
3.0513,1594
3.057,1594
3.0626,1590
3.0679,1596
3.0736,1593
3.0791,1588
3.0847,1595
3.0904,1594
3.0957,1590
3.1013,1591
3.1069,1596
3.1126,1593
3.1179,1589
3.1235,1592
3.1291,1595
3.1348,1589
3.1404,1591
3.1457,1595
3.1514,1591
3.157,1590
3.1626,1594
3.1679,1593
3.1735,1589
3.1792,1594
3.1848,1596
3.1902,1593
3.1958,1591
3.2014,1594
3.2068,1591
3.2124,1590
3.218,1595
3.2237,1593
3.229,1588
3.2346,1592
3.2403,1595
3.246,1590
3.2513,1591
3.2569,1594
3.2626,1590
3.2679,1590
3.2735,1594
3.2792,1594
3.2848,1589
3.2901,1592
3.2958,1594
3.3014,1590
3.307,1592
3.3124,1593
3.318,1588
3.3236,1591
3.3292,1594
3.3349,1592
3.3402,1591
3.3458,1594
3.3515,1589
3.3571,1589
3.3624,1593
3.3681,1589
3.3737,1590
3.3793,1595
3.3846,1594
3.3903,1589
3.3959,1596
3.4013,1594
3.4069,1589
3.4125,1592
3.4182,1597
3.4235,1590
3.4291,1589
3.4348,1596
3.4404,1595
3.4458,1589
3.4514,1592
3.457,1595
3.4624,1591
3.468,1592
3.4736,1596
3.4792,1589
3.4846,1591
3.4902,1596
3.4958,1592
3.5014,1590
3.5068,1594
3.5124,1595
3.518,1588
3.5237,1590
3.529,1594
3.5346,1591
3.5402,1588
3.5459,1596
3.5515,1592
3.5568,1589
3.5624,1594
3.5681,1593
3.5737,1590
3.579,1594
3.5846,1594
3.5902,1591
3.5959,1592
3.6015,1594
3.6068,1590
3.6125,1593
3.618,1595
3.6237,1590
3.6293,1587
3.6346,1595
3.6403,1594
3.6458,1591
3.6515,1596
3.6571,1596
3.6624,1590
3.668,1590
3.6736,1594
3.6793,1590
3.6846,1590
3.6903,1594
3.6959,1593
3.7012,1589
3.7069,1592
3.7125,1595
3.7181,1587
3.7234,1591
3.7291,1596
3.7347,1592
3.7403,1590
3.746,1596
3.7513,1595
3.7569,1589
3.7625,1592
3.7682,1594
3.7735,1590
3.7791,1589
3.7848,1597
3.7904,1592
3.7957,1590
3.8013,1594
3.807,1594
3.8126,1589
3.8182,1593
3.8235,1597
3.8292,1590
3.8348,1589
3.8404,1595
3.8458,1593
3.8514,1589
3.8571,1594
3.8624,1594
3.868,1587
3.8737,1593
3.879,1597
3.8846,1591
3.8903,1591
3.8959,1595
3.9015,1593
3.9069,1590
3.9125,1594
3.9181,1595
3.9237,1589
3.9291,1592
3.9347,1595
3.9403,1591
3.946,1590
3.9513,1596
3.957,1593
3.9626,1588
3.9679,1594
3.9736,1595
3.9792,1592
3.9848,1590
3.9902,1596
3.9958,1593
4.0014,1589
4.0071,1595
4.0124,1595
4.018,1590
4.0237,1594
4.0293,1594
4.0346,1589
4.0403,1591
4.0459,1597
4.0512,1592
4.0569,1590
4.0625,1594
4.0681,1595
4.0735,1589
4.0791,1591
4.0847,1594
4.0903,1593
4.096,1588
4.1013,1594
4.107,1594
4.1126,1590
4.118,1590
4.1236,1595
4.1292,1591
4.1349,1590
4.1402,1592
4.1458,1594
4.1515,1589
4.1571,1593
4.1625,1595
4.1681,1592
4.1737,1588
4.1791,1595
4.1847,1592
4.1904,1589
4.1957,1594
4.2014,1596
4.207,1590
4.2126,1593
4.218,1596
4.2236,1591
4.2293,1591
4.2346,1595
4.2403,1593
4.2459,1588
4.2515,1595
4.2569,1594
4.2625,1589
4.2679,1593
4.2736,1596
4.2792,1590
4.2848,1591
4.2902,1594
4.2957,1592
4.3014,1589
4.307,1594
4.3127,1591
4.318,1589
4.3236,1594
4.3292,1596
4.3348,1589
4.3402,1593
4.3458,1594
4.3514,1592
4.357,1589
4.3626,1595
4.368,1592
