Experiment: Apr29_NP_tst_expt vial 9, Fri Apr 29 15:50:36 2022
0.0017,105
0.0067,107
0.0124,101
0.018,101
0.0233,106
0.0289,102
0.0346,105
0.0402,105
0.0456,105
2.857,105
2.8626,103
2.8679,99
2.8737,107
2.879,102
2.8847,105
2.8903,101
2.8957,105
2.9013,102
2.9069,104
2.9126,99
2.9179,104
2.9236,109
2.9293,105
2.9346,103
2.9403,108
2.9459,103
2.9513,105
2.9569,104
2.9625,106
2.9679,105
2.9735,108
2.9792,109
2.9848,100
2.9901,102
2.9958,108
3.0014,106
3.0068,103
3.0125,102
3.0182,106
3.0235,107
3.0292,105
3.0348,106
3.0402,106
3.0458,105
3.0513,104
3.057,102
3.0626,104
3.0679,106
3.0736,101
3.0791,106
3.0847,105
3.0904,106
3.0957,105
3.1013,106
3.1069,103
3.1126,105
3.1179,103
3.1235,101
3.1291,105
3.1348,107
3.1404,108
3.1457,108
3.1514,105
3.157,106
3.1626,104
3.1679,105
3.1735,107
3.1792,103
3.1848,101
3.1902,106
3.1958,105
3.2014,103
3.2068,106
3.2124,104
3.218,105
3.2237,106
3.229,105
3.2346,106
3.2403,107
3.246,103
3.2513,105
3.2569,106
3.2626,106
3.2679,104
3.2735,108
3.2792,102
3.2848,102
3.2901,102
3.2958,102
3.3014,100
3.307,103
3.3124,100
3.318,101
3.3236,103
3.3292,103
3.3349,101
3.3402,104
3.3458,105
3.3515,104
3.3571,106
3.3624,105
3.3681,104
3.3737,101
3.3793,105
3.3846,107
3.3903,104
3.3959,107
3.4013,106
3.4069,102
3.4125,106
3.4182,107
3.4235,105
3.4291,104
3.4348,105
3.4404,105
3.4458,103
3.4514,105
3.457,106
3.4624,105
3.468,105
3.4736,104
3.4792,107
3.4846,107
3.4902,106
3.4958,106
3.5014,106
3.5068,107
3.5124,107
3.518,106
3.5237,106
3.529,106
3.5346,105
3.5402,106
3.5459,103
3.5515,107
3.5568,104
3.5624,106
3.5681,107
3.5737,106
3.579,106
3.5846,103
3.5902,109
3.5959,105
3.6015,105
3.6068,105
3.6125,101
3.618,100
3.6237,103
3.6293,102
3.6346,106
3.6403,105
3.6458,104
3.6515,106
3.6571,107
3.6624,102
3.668,104
3.6736,103
3.6793,105
3.6846,102
3.6903,105
3.6959,104
3.7012,105
3.7069,107
3.7125,105
3.7181,102
3.7234,104
3.7291,104
3.7347,102
3.7403,102
3.746,105
3.7513,105
3.7569,102
3.7625,100
3.7682,106
3.7735,105
3.7791,109
3.7848,104
3.7904,105
3.7957,104
3.8013,105
3.807,104
3.8126,104
3.8182,105
3.8235,100
3.8292,103
3.8348,104
3.8404,103
3.8458,103
3.8514,102
3.8571,106
3.8624,108
3.868,104
3.8737,102
3.879,102
3.8846,105
3.8903,103
3.8959,105
3.9015,105
3.9069,105
3.9125,104
3.9181,107
3.9237,104
3.9291,106
3.9347,102
3.9403,104
3.946,104
3.9513,104
3.957,104
3.9626,104
3.9679,103
3.9736,106
3.9792,103
3.9848,103
3.9902,105
3.9958,102
4.0014,105
4.0071,110
4.0124,108
4.018,109
4.0237,104
4.0293,106
4.0346,107
4.0403,94
4.0459,105
4.0512,107
4.0569,102
4.0625,104
4.0681,106
4.0735,103
4.0791,105
4.0847,106
4.0903,104
4.096,105
4.1013,110
4.107,106
4.1126,103
4.118,106
4.1236,106
4.1292,104
4.1349,108
4.1402,103
4.1458,108
4.1515,109
4.1571,103
4.1625,105
4.1681,109
4.1737,106
4.1791,105
