Experiment: April_28_Phage_Osmo_expt vial 13, Wed Apr 28 17:10:55 2021
0.0025,53874
0.0079,53872
0.0135,53886
0.0192,53891
0.0245,53876
0.0301,53876
0.0358,53886
0.0411,53889
0.0468,53886
0.0524,53883
0.0578,53894
0.0634,53903
0.069,53906
0.0747,53894
0.08,53903
0.0857,53912
0.0913,53583
0.0967,53586
0.1023,53586
0.1079,53573
0.1136,53596
0.119,53593
0.1246,53589
0.1302,53581
0.1356,53598
0.1413,53579
0.1469,53579
0.1522,53579
0.1579,53581
0.1635,53573
0.1689,53543
0.1746,53546
0.1802,53564
0.1858,53567
0.1912,53563
0.1968,53554
0.2024,53553
0.2079,53563
0.2135,53562
0.2189,53562
0.2246,53575
0.2302,53561
0.2356,53566
0.2412,53570
0.2469,53572
0.2525,53590
0.2578,53586
0.2635,53579
0.2691,53575
0.2745,53583
0.2801,53577
0.2857,53575
0.2911,53585
0.2968,53588
0.3024,53566
0.3081,53565
0.3134,53575
0.3191,53566
0.3247,53563
0.3301,53559
0.3357,53558
0.3414,53562
0.3467,53548
0.3524,53535
0.358,53537
0.3634,53544
0.369,53538
0.3747,53539
0.3801,53530
0.3858,53531
0.3914,53540
0.3968,53540
0.4024,53528
0.4078,53530
0.4134,53540
0.4191,53540
0.4247,53537
0.4301,53534
0.4357,53533
0.4413,53536
0.4467,53523
0.4524,53521
0.458,53532
0.4634,53523
0.469,53524
0.4747,53521
0.4801,53520
0.4857,53523
0.4913,53515
0.497,53513
0.5023,53514
0.508,53514
0.5133,53517
0.519,53509
0.5246,53504
0.5303,53510
0.5356,53515
0.5413,53524
0.5469,53524
0.5523,53537
0.5579,53540
0.5635,53539
0.5692,53530
0.5746,53519
0.5802,53524
0.5856,53530
0.5912,53522
0.5969,53520
0.6025,53514
0.6081,53513
0.6135,53515
0.6191,53503
0.6245,53495
0.6302,53504
0.6358,53504
0.6412,53492
0.6469,53501
0.6525,53493
0.6579,53496
0.6635,53489
0.6692,53482
0.6746,53492
0.6802,53494
0.6859,53487
0.6912,53472
0.6969,53478
0.7023,53482
0.708,53488
0.7134,53492
0.7191,53486
0.7247,53484
0.7301,53489
0.7357,53469
0.7414,53457
0.7467,53471
0.7524,53459
0.758,53466
0.7636,53457
0.769,53462
0.7746,53464
0.7802,53475
0.7856,53467
0.7913,53461
0.797,53458
0.8023,53444
0.808,53461
0.8136,53478
0.819,53459
0.8246,53458
0.8302,53464
0.8356,53461
0.8412,53446
0.8469,53459
0.8525,53454
0.8581,53455
0.8635,53458
0.8691,53459
0.8747,53457
0.8801,53423
0.8857,53435
0.8914,53428
0.8967,53440
0.9023,53436
0.908,53444
0.9136,53437
0.919,53442
0.9246,53447
0.9303,53422
0.9356,53438
0.9413,53458
0.9469,53446
0.9523,53439
0.9579,53437
0.9636,53450
0.969,53438
0.9747,53435
0.9801,53437
0.9857,53442
0.9914,53433
0.9967,53424
1.0024,53425
1.008,53422
1.0136,53432
1.019,53427
1.0246,53416
1.0302,53424
1.0356,53433
1.0413,53408
1.0469,53410
1.0523,53416
1.0579,53423
1.0635,53423
1.0692,53422
1.0745,53410
1.0801,53419
1.0858,53400
1.0914,53408
1.0968,53398
1.1024,53411
1.1079,53415
1.1136,53416
1.1192,53391
1.1246,53395
1.1303,53405
1.1357,53406
1.1413,53404
1.147,53402
1.1523,53399
1.158,53388
1.1635,53395
1.1692,53391
1.1745,53388
1.1801,53392
1.1858,53396
1.1912,53395
1.1969,53398
1.2023,53396
1.2079,53403
1.2135,53395
1.2191,53382
1.2245,53387
1.2301,53383
1.2358,53379
1.2414,53360
1.2468,53373
1.2524,53383
1.2578,53370
1.2635,53370
1.2692,53377
1.2745,53393
1.2802,53387
1.2858,53380
1.2914,53357
1.2968,53367
1.3024,53372
1.3081,53375
1.3134,53370
1.319,53374
1.3247,53382
1.3303,53375
1.3357,53376
1.3413,53366
1.3469,53363
1.3523,53369
1.358,53351
1.3634,53353
1.3691,53353
1.3747,53349
1.3801,53349
1.3858,53341
1.3913,53349
1.397,53354
1.4024,53334
1.408,53340
1.4134,53342
1.419,53350
1.4247,53348
1.4301,53335
1.4358,53340
1.4414,53342
1.4468,53344
1.4524,53330
1.458,53332
1.4634,53330
1.469,53338
1.4747,53324
1.4803,53336
1.4857,53338
1.4913,53332
1.4969,53329
1.5026,53337
1.5079,53333
1.5136,53330
1.5192,53309
1.5245,53319
1.5302,53329
1.5358,53321
1.5412,53329
1.5468,53336
1.5525,53325
1.5581,53329
1.5634,53334
1.5691,53332
1.5747,53333
1.5803,53326
1.5857,53328
1.5913,53330
1.5969,53303
1.6026,53259
1.6079,53292
1.6136,53313
1.6192,53310
1.6246,53313
1.6302,53312
1.6358,53280
1.6412,53298
1.6468,53302
1.6524,53296
1.6581,53287
1.6637,53300
1.669,53296
1.6747,53273
1.6803,53269
1.6857,53243
1.6913,53271
1.6969,53271
1.7023,53268
1.7079,53270
1.7136,53269
1.7192,53285
1.7246,53275
1.7302,53253
1.7358,53268
1.7412,53280
1.7469,53263
1.7523,53254
1.758,53266
1.7634,53257
1.769,53258
1.7746,53269
1.7803,53231
1.7856,53255
1.7912,53260
1.7969,53234
1.8025,53198
1.8079,53234
1.8135,53249
1.8191,53237
1.8248,53239
1.8301,53254
1.8358,53243
1.8414,53207
1.8468,53208
1.8524,53189
1.8579,53229
1.8635,53197
1.8692,53175
1.8746,53166
1.8803,53171
1.8857,53149
1.8913,53166
1.8969,53148
1.9025,53167
1.9079,53150
1.9135,53141
1.9192,53147
1.9248,53151
1.9301,53139
1.9358,53145
1.9414,53140
1.947,53129
1.9524,53137
1.958,53150
1.9636,53142
1.969,53118
1.9746,53136
1.9802,53155
1.9859,53141
1.9913,53136
1.997,53128
2.0024,53141
2.008,53126
2.0137,53122
2.019,53120
2.0247,53115
2.0303,53097
2.0359,53095
2.0413,53087
2.0469,53081
2.0525,53085
2.0579,53094
2.0635,53075
2.0692,53104
2.0745,53092
