Experiment: April_28_Phage_Osmo_expt vial 11, Wed Apr 28 17:10:52 2021
0,0
0.0245,0.4
13.2083,0.2
13.225,0.4
15.1026,0.2
15.1193,0.4
16.8695,0.2
16.886,0.4
18.8307,0.2
18.8475,0.4
20.6198,0.2
20.6364,0.4
22.4085,0.2
22.4252,0.4
24.2641,0.2
24.2808,0.4
26.1364,0.2
26.1532,0.4
27.9365,0.2
27.9531,0.4
30.392,0.2
30.409,0.4
57.6763,0.2
57.6931,0.4
60.3098,0.2
60.3264,0.4
62.432,0.2
62.4486,0.4
64.6044,0.2
64.621,0.4
67.2711,0.2
67.2878,0.4
69.7878,0.2
69.8044,0.4
72.6658,0.2
72.6823,0.4
75.2715,0.2
75.2882,0.4
77.566,0.2
77.5827,0.4
79.6548,0.2
79.6715,0.4
81.8272,0.2
81.8437,0.4
83.8495,0.2
83.8659,0.4
85.8828,0.2
85.8995,0.4
87.7161,0.2
87.7328,0.4
89.5773,0.2
89.594,0.4
91.694,0.2
91.7106,0.4
93.6718,0.2
93.6886,0.4
95.5329,0.2
95.5497,0.4
97.5719,0.2
97.5887,0.4
99.5552,0.2
99.572,0.4
101.7442,0.2
101.7609,0.4
103.9778,0.2
103.9943,0.4
106.139,0.2
106.1554,0.4
108.4276,0.2
108.4444,0.4
110.578,0.2
110.5945,0.4
112.8446,0.2
112.8614,0.4
115.0779,0.2
115.0946,0.4
117.5668,0.2
117.5836,0.4
119.4449,0.2
119.4616,0.4
121.6948,0.2
121.7115,0.4
123.7838,0.2
123.8005,0.4
125.7839,0.2
125.8005,0.4
127.7729,0.2
127.7895,0.4
129.7563,0.2
129.7729,0.4
131.6561,0.2
131.6729,0.4
133.5895,0.2
133.6064,0.4
135.5174,0.2
135.534,0.4
137.4675,0.2
137.4841,0.4
139.5013,0.2
139.5233,0.4
141.4289,0.2
141.4455,0.4
143.3957,0.2
143.4124,0.4
145.468,0.2
145.4847,0.4
147.4849,0.2
147.5015,0.4
149.5904,0.2
149.6071,0.4
151.8292,0.2
151.8458,0.4
153.907,0.2
153.9239,0.4
156.0017,0.2
156.0184,0.4
158.0406,0.2
158.0572,0.4
160.0128,0.2
160.0295,0.4
161.9961,0.2
162.0191,0.4
164.0574,0.2
164.0741,0.4
166.1241,0.2
166.1408,0.4
168.3076,0.2
168.3241,0.4
170.2466,0.2
170.263,0.4
172.302,0.2
172.3188,0.4
174.2966,0.2
174.3132,0.4
176.2078,0.2
176.2245,0.4
178.1854,0.2
178.2021,0.4
180.2635,0.2
180.2801,0.4
182.2413,0.2
182.258,0.4
184.2524,0.2
184.2691,0.4
186.3303,0.2
186.347,0.4
188.2526,0.2
188.269,0.4
