Experiment: Mar_29_Phage_osmo_expt vial 13, Mon Mar 29 18:22:56 2021
0.0053,171
0.0085,168
0.0141,171
0.0197,171
0.0251,170
0.0307,172
0.0363,174
0.0419,174
0.0473,175
0.053,173
0.0586,174
0.064,174
0.0696,170
0.0752,173
0.0808,172
0.0862,173
0.0918,173
0.0974,172
0.103,170
0.1084,173
0.114,171
0.1197,173
0.1251,174
0.1308,172
0.1361,174
0.1418,169
0.1474,172
0.1531,173
0.1584,176
0.164,174
0.1697,173
0.175,174
0.1807,172
0.1863,172
0.192,174
0.1973,173
0.203,172
0.2086,174
0.214,173
0.2196,173
0.2253,172
0.2309,172
0.2362,172
0.2419,173
0.2475,172
0.2529,173
0.2585,173
0.2641,171
0.2695,174
0.2751,173
0.2808,172
0.2864,173
0.2917,173
0.2974,173
0.303,171
0.3084,171
0.314,172
0.3197,173
0.3253,170
0.3307,170
0.3363,170
0.342,171
0.3473,173
0.3529,174
0.3586,172
0.3642,171
0.3696,172
0.3752,172
0.3808,175
0.3862,171
0.3918,172
0.3975,172
0.4031,173
0.4085,171
0.4141,173
0.4197,171
0.4251,174
0.4307,174
0.4364,171
0.4417,171
0.4474,172
0.453,173
0.4586,173
0.464,172
0.4697,172
0.4753,173
0.4807,172
0.4863,174
0.4919,171
0.4973,170
0.5029,172
0.5086,174
0.5139,173
0.5196,171
0.5252,171
0.5307,171
0.5363,172
0.5419,174
0.5476,170
0.5529,171
0.5586,172
0.5642,172
0.5696,172
0.5752,173
0.5808,171
0.5865,172
0.5918,171
0.5975,173
0.6028,172
0.6085,171
0.6141,169
0.6197,172
0.6251,171
0.6308,171
0.6364,172
0.6418,172
0.6474,173
0.653,173
0.6586,173
0.664,173
0.6696,170
0.6753,173
0.6809,169
0.6863,171
0.6919,170
0.6975,173
0.7029,172
0.7085,170
0.7142,173
0.7198,173
0.7252,169
0.7308,174
0.7364,168
0.7418,169
0.7473,167
0.7529,170
0.7586,171
0.7642,174
0.7696,172
0.7751,173
0.7807,172
0.7864,173
0.792,174
0.7974,171
0.8029,174
0.8085,172
0.8142,175
0.8195,171
0.8252,174
0.8307,173
0.8363,173
0.842,172
0.8473,171
0.853,170
0.8585,174
0.8642,171
0.8695,171
0.8752,171
0.8808,172
0.8863,171
0.892,173
0.8973,173
0.903,171
0.9086,173
0.9141,171
0.9198,171
0.9251,173
0.9308,173
0.9364,172
0.9418,171
0.9474,172
0.9531,172
0.9585,173
0.9641,167
0.9697,173
0.9754,173
0.9807,173
0.9863,173
0.992,174
0.9973,173
1.003,171
1.0086,173
1.014,173
1.0196,172
1.0253,172
1.0306,173
1.0363,173
1.0419,174
1.0475,172
1.0529,173
1.0586,173
1.0642,173
1.0695,171
1.0752,175
1.0808,170
1.0862,174
1.0918,172
1.0975,173
1.1031,170
1.1085,171
1.1141,172
1.1197,173
1.1251,172
1.1307,171
1.1363,171
1.142,173
1.1474,173
1.153,171
1.1586,171
1.164,172
1.1696,172
1.1753,172
1.1809,171
1.1863,172
1.1919,172
1.1975,170
1.2029,169
1.2085,173
1.2141,171
1.2198,171
1.2251,169
1.2308,171
1.2364,171
1.2418,170
1.2474,170
1.253,171
1.2584,170
1.264,170
1.2697,172
1.2753,168
1.2807,172
1.2863,171
1.2919,171
1.2973,172
1.3029,171
1.3086,171
1.3142,174
1.3196,172
1.3252,171
1.3308,169
1.3362,172
1.3418,172
1.3475,171
1.3531,169
1.3585,169
1.3641,172
1.3697,171
1.3751,171
1.3807,172
1.3864,172
1.392,171
1.3974,172
1.403,173
1.4086,173
1.4143,170
1.4196,170
1.4253,167
1.4306,169
1.4363,171
1.4419,173
1.4476,172
1.4529,172
1.4586,174
1.4643,171
1.4696,174
1.4752,170
1.4809,170
1.4862,171
1.4919,167
1.4975,169
1.5029,172
1.5085,170
1.5141,172
1.5198,172
1.5251,171
1.5308,171
1.5364,170
1.542,173
1.5474,170
1.553,172
1.5586,172
1.564,172
1.5697,172
1.5753,173
1.5807,172
1.5863,171
1.5919,171
1.5976,168
1.603,170
1.6086,171
1.614,170
1.6196,169
1.6253,172
1.6309,169
1.6363,169
1.6419,169
1.6475,172
1.6529,171
1.6585,170
1.6642,170
1.6698,169
1.6752,171
1.6808,171
1.6864,172
1.6918,169
1.6974,169
1.7031,169
1.7084,167
1.7141,168
1.7197,171
1.7253,170
1.7307,169
1.7363,172
1.742,170
1.7473,170
1.7529,170
1.7586,170
1.7642,169
1.7696,168
1.7752,171
1.7809,172
1.7862,169
1.7919,170
1.7975,170
1.8031,172
1.8085,169
1.8141,168
1.8198,171
1.8251,172
1.8308,169
1.8364,170
1.842,171
1.8474,170
1.8531,170
1.8584,172
1.8641,172
1.8697,170
1.8753,172
1.8807,172
1.8863,167
1.892,170
1.8976,169
1.9029,173
1.9086,168
1.9142,171
1.9196,169
1.9252,169
1.9308,172
1.9365,168
1.9418,170
1.9475,170
1.9531,169
1.9585,170
1.9641,168
1.9698,170
1.9754,170
1.9807,170
1.9864,172
1.9918,172
1.9974,174
2.0031,169
2.0085,173
2.0141,171
2.0197,171
2.0253,169
2.0307,166
2.0364,170
2.042,168
2.0474,169
2.053,170
2.0586,168
2.064,169
2.0696,169
2.0753,170
2.0807,170
2.0863,171
2.0919,172
2.0976,169
2.103,168
2.1086,169
2.1142,169
2.1196,170
2.1252,173
2.1309,168
2.1362,171
2.1419,172
2.1475,169
2.1529,172
2.1585,171
2.1642,168
2.1698,169
2.1751,168
2.1808,171
2.1864,167
2.1921,171
2.1974,168
2.2031,171
2.2087,170
2.2141,168
2.2197,171
2.2253,169
2.2307,170
2.2363,170
2.242,170
2.2473,168
2.253,169
2.2586,169
2.2642,169
2.2696,169
2.2753,168
2.2809,169
2.2863,169
2.2919,169
2.2974,168
2.303,169
2.3087,169
2.314,169
2.3197,170
2.3252,168
2.3308,168
2.3365,170
2.3418,169
2.3474,170
2.353,169
2.3586,167
2.3643,168
2.3696,170
2.3753,169
2.3808,170
2.3864,169
2.3921,169
2.3974,169
2.4031,169
2.4086,168
2.4142,170
2.4196,171
2.4252,167
2.4309,168
2.4364,167
2.442,169
2.4474,168
2.453,171
2.4587,169
2.464,169
2.4697,166
2.4753,169
2.4807,169
2.4863,167
2.4919,170
2.4976,167
2.503,169
2.5086,171
2.5142,169
2.5196,169
2.5253,169
2.5309,171
2.5363,170
2.5419,171
2.5476,172
2.5529,171
2.5585,174
2.5642,171
2.5696,170
2.5752,171
2.5808,171
2.5865,169
2.5918,169
2.5975,169
2.6031,169
2.6085,168
2.6141,169
2.6198,168
2.6251,167
2.6307,169
2.6364,170
2.642,170
2.6474,172
2.653,169
2.6587,171
2.664,171
2.6697,170
2.6754,169
2.6807,170
2.6863,169
2.692,168
2.6974,170
2.703,171
2.7086,171
2.714,170
2.7196,171
2.7253,170
2.7309,173
2.7363,170
2.7419,171
2.7473,168
2.753,168
2.7586,172
2.7642,169
2.7698,173
2.7752,170
2.7808,170
2.7865,172
2.7918,170
2.7975,170
2.8031,171
2.8085,170
2.8141,172
2.8197,170
2.8254,171
2.8307,169
2.8364,171
2.842,170
2.8474,166
2.853,165
2.8587,168
2.8643,170
2.8697,169
2.8753,167
2.8807,169
2.8863,167
2.8919,167
2.8976,169
2.9029,169
2.9086,168
2.9143,171
2.9196,167
2.9252,168
2.9309,168
2.9362,169
2.9418,170
2.9474,169
2.9531,169
2.9584,169
2.9641,169
2.9697,166
2.9754,167
2.9807,168
2.9863,165
2.992,169
2.9976,169
3.003,166
3.0087,169
3.0143,169
3.0197,171
3.0253,168
3.0307,172
3.0363,167
3.042,170
3.0474,169
3.053,167
3.0587,171
3.064,167
3.0697,169
3.0754,168
3.0807,166
3.0864,166
3.092,167
3.0974,169
3.103,169
3.1086,171
3.114,168
3.1197,168
3.1253,170
3.1307,168
3.1363,168
3.1419,166
3.1476,166
3.153,167
3.1586,166
3.1642,164
3.1696,164
3.1752,166
3.1809,165
3.1862,165
3.1919,165
3.1975,162
3.2032,166
3.2085,165
3.2142,165
3.2198,164
3.2252,163
3.2308,165
3.2365,168
3.2418,167
3.2475,163
3.2531,163
3.2585,164
3.2641,165
3.2698,163
3.2751,165
3.2808,163
3.2864,164
3.2921,165
3.2974,164
3.3031,165
3.3087,165
3.3141,164
3.3197,164
3.3253,164
3.3307,166
3.3364,163
3.342,166
3.3474,166
3.353,164
3.3586,166
3.3643,164
3.3696,163
3.3753,165
3.3809,167
3.3863,166
3.3919,165
3.3976,165
3.4029,163
3.4086,164
3.4142,163
3.4196,166
3.4252,163
3.4308,165
3.4365,163
3.4418,165
3.4475,161
3.4531,167
3.4585,164
3.4641,163
3.4697,163
3.4754,165
3.4808,162
3.4864,164
3.492,164
3.4974,165
3.5031,166
3.5087,164
3.5141,163
3.5197,167
3.5253,163
3.5307,167
3.5363,161
3.542,165
3.5476,165
3.553,162
3.5586,162
3.5642,166
3.5696,165
3.5752,165
3.5809,167
3.5865,164
3.5919,165
3.5976,164
3.6029,165
3.6086,161
3.6143,163
3.6196,163
3.6253,165
3.6309,160
3.6363,165
3.6419,163
3.6476,165
3.6529,165
3.6586,162
3.6642,165
3.6698,163
3.6752,161
3.6809,164
3.6865,164
3.6919,167
3.6975,167
3.7031,166
3.7085,165
3.7141,166
3.7198,167
3.7251,163
3.7308,166
3.7364,169
3.742,165
3.7474,169
3.753,167
3.7587,168
3.7643,168
3.7697,167
3.7753,170
3.7809,167
3.7863,166
3.7919,170
3.7976,170
3.8029,169
3.8086,167
3.8142,168
3.8196,169
3.8252,170
3.8308,169
3.8365,167
3.8419,170
3.8474,168
3.853,168
3.8587,169
3.8643,169
3.8697,168
3.8752,168
3.8809,171
3.8865,169
3.8918,166
3.8975,169
3.903,168
3.9087,168
3.9143,169
3.9197,168
3.9253,169
3.9308,169
3.9365,169
3.9418,169
3.9475,169
3.9531,169
3.9585,169
3.9641,170
3.9698,171
3.9754,169
3.9808,169
3.9864,168
3.992,167
3.9974,168
4.0031,170
4.0087,168
4.0141,167
4.0197,167
4.0254,171
4.0307,169
4.0364,168
4.042,167
4.0477,167
4.053,167
4.0586,167
4.0643,169
4.0696,170
4.0753,169
4.0809,167
4.0863,169
4.0919,167
4.0976,169
4.1029,171
4.1086,168
4.1142,170
4.1198,168
4.1252,170
4.1308,168
4.1365,166
4.1419,167
4.1475,168
4.1532,169
4.1585,169
4.1642,168
4.1698,169
4.1752,168
4.1808,169
4.1864,169
4.1921,167
4.1975,168
4.2031,168
4.2087,170
4.2141,167
4.2197,166
4.2254,169
4.2307,168
4.2364,170
4.242,167
4.2474,167
4.253,170
4.2586,170
4.2643,169
4.2696,167
4.2753,168
4.2809,168
4.2863,171
4.2919,167
4.2975,169
4.3032,171
4.3085,171
4.3142,167
4.3198,170
4.3252,169
4.3308,169
4.3365,169
4.3418,168
4.3475,168
4.3531,173
4.3585,169
4.3641,167
4.3698,168
4.3754,172
4.3808,169
4.3864,169
4.3921,167
4.3974,166
4.403,166
4.4087,169
4.4143,168
4.4197,170
4.4253,169
4.431,167
4.4363,168
4.442,169
4.4476,168
4.453,171
4.4586,170
4.4642,169
4.4699,168
4.4752,170
4.4809,169
4.4865,171
4.4919,169
4.4975,168
4.5032,170
4.5085,168
4.5142,169
4.5198,171
4.5255,171
4.5308,168
4.5364,169
4.5421,170
4.5474,171
4.5531,172
4.5587,171
4.5641,172
4.5697,170
4.5754,167
4.581,169
4.5864,169
4.592,166
4.5976,170
4.603,169
4.6086,168
4.6143,169
4.6197,169
4.6253,168
4.6309,170
4.6363,170
4.6419,170
4.6476,168
4.6529,169
4.6586,168
4.6642,169
4.6699,168
4.6753,168
4.6809,169
4.6865,168
4.6919,170
4.6975,169
4.7032,168
4.7085,169
4.7142,169
4.7198,169
4.7252,171
4.7308,169
4.7365,169
4.7421,169
4.7474,169
4.7531,168
4.7587,170
4.7641,168
4.7697,167
4.7753,168
4.781,169
4.7864,169
4.792,169
4.7976,169
4.803,169
4.8086,170
4.8143,169
4.8197,170
4.8253,169
4.831,170
4.8363,170
4.842,169
4.8476,169
4.853,169
4.8586,167
4.8643,170
4.8696,170
4.8753,165
4.8809,166
4.8865,166
4.8919,169
4.8975,169
4.9032,168
4.9085,169
4.9142,168
4.9198,169
4.9252,168
4.9307,168
4.9363,167
4.942,168
4.9476,168
4.953,169
4.9586,170
4.9642,168
4.9699,164
4.9752,170
4.9807,169
4.9864,170
4.992,167
4.9974,166
5.003,171
5.0087,168
5.0143,169
5.0197,171
5.0254,170
5.0307,169
5.0364,169
5.042,167
5.0474,169
5.053,165
5.0587,168
5.0641,170
5.0697,169
5.0753,170
5.0807,169
5.0864,169
5.092,169
5.0974,167
5.1031,167
5.1087,164
5.1141,168
5.1197,168
5.1253,169
5.1308,169
5.1364,167
5.142,166
5.1474,168
5.1531,167
5.1587,171
5.1641,166
5.1697,164
5.1753,170
5.1808,170
5.1864,166
5.1921,169
5.1974,171
5.2031,170
5.2087,167
5.2141,167
5.2197,166
5.2254,168
5.2307,167
5.2364,168
5.242,167
5.2474,169
5.253,168
5.2587,168
5.2641,166
5.2698,167
5.2754,168
5.2808,167
5.2863,168
5.2919,168
5.2975,168
5.3031,168
5.3087,169
5.3141,169
5.3197,168
5.3253,167
5.3308,168
5.3364,169
5.3419,168
5.3475,166
5.3531,166
5.3587,167
5.3641,167
5.3697,168
5.3753,164
5.3807,167
5.3863,168
5.392,168
5.3975,170
5.4031,167
5.4088,165
5.4141,167
5.4198,166
5.4253,168
5.4308,167
5.4365,171
5.4421,169
5.4475,169
5.4531,170
5.4588,167
5.4641,169
5.4697,169
5.4754,167
5.4807,167
5.4864,170
5.492,170
5.4975,169
5.5031,168
5.5087,166
5.5141,167
5.5197,166
5.5254,170
5.5307,172
5.5364,171
5.542,170
5.5474,170
5.553,169
5.5587,170
5.5642,167
5.5698,169
5.5752,167
5.5808,168
5.5865,170
5.5918,167
5.5975,169
5.6031,169
5.6088,169
5.6141,171
5.6198,168
5.6254,167
5.6308,168
5.6364,166
5.642,168
5.6474,173
5.6531,170
5.6587,171
5.6641,171
5.6697,168
5.6754,170
5.6809,168
5.6865,170
5.6919,172
5.6975,171
5.7032,170
5.7086,168
5.7142,172
5.7198,170
5.7252,173
5.7308,171
5.7365,172
5.7421,170
5.7475,168
5.7531,171
5.7588,172
5.7641,170
5.7697,170
5.7754,171
5.7809,171
5.7863,169
5.7919,170
5.7975,167
5.8032,170
5.8085,172
5.8142,170
5.8198,171
5.8252,171
5.8308,171
5.8365,171
5.8421,170
5.8475,171
5.8531,173
5.8588,170
5.8641,171
5.8698,171
5.8754,171
5.8808,175
5.8864,170
5.8921,172
5.8974,169
5.9031,169
5.9087,168
5.9143,168
5.9197,169
5.9253,168
5.931,170
5.9363,170
5.942,170
5.9476,169
5.953,170
5.9586,169
5.9642,170
5.9696,170
5.9753,169
5.9809,168
5.9865,169
5.9919,170
5.9975,169
6.0032,170
6.0086,169
6.0142,169
6.0199,169
6.0252,170
6.0309,169
6.0365,171
6.0422,170
6.0475,173
6.0531,172
6.0588,172
6.0641,170
6.0698,168
6.0754,168
6.0808,170
6.0864,170
6.0921,168
6.0974,169
6.1031,169
6.1087,170
6.1143,170
6.1197,167
6.1254,170
6.1307,171
6.1364,169
6.142,169
6.1476,168
6.153,170
6.1586,169
6.1643,168
6.1699,166
6.1753,169
6.1809,170
6.1865,170
6.1919,168
6.1975,170
6.2032,172
6.2085,167
6.2142,169
6.2198,168
6.2254,169
6.2308,170
6.2364,171
6.2421,170
6.2474,169
6.2531,171
6.2587,169
6.2641,169
6.2697,171
6.2754,171
6.281,169
6.2864,170
6.292,169
6.2976,169
6.303,171
6.3086,172
6.3143,170
6.3199,169
6.3253,169
6.3309,169
6.3363,169
6.3419,168
6.3476,168
6.3532,169
6.3586,170
6.3642,172
6.3698,168
6.3752,169
6.3808,171
6.3865,170
6.3921,168
6.3975,170
6.4031,169
6.4087,169
6.4141,171
6.4197,166
6.4254,169
6.431,169
6.4364,171
6.442,170
6.4477,172
6.453,167
6.4587,170
6.4643,172
6.4697,172
6.4753,172
6.4809,170
6.4863,169
6.4919,171
6.4976,169
6.5032,171
6.5086,171
6.5142,171
6.5199,171
6.5252,170
6.5309,173
6.5365,169
6.5419,171
6.5475,171
6.5532,170
6.5588,170
6.5641,169
6.5698,171
6.5754,169
6.5808,169
6.5864,169
6.5921,169
6.5977,172
6.6031,169
6.6087,176
6.6144,171
6.6197,169
6.6254,168
6.631,167
6.6364,169
6.642,170
6.6477,169
6.653,168
6.6587,170
6.6641,170
6.6697,171
6.6754,173
6.681,171
6.6864,172
6.692,170
6.6977,171
6.703,166
6.7087,170
6.7143,171
6.7197,165
6.7253,171
6.731,171
6.7366,169
6.742,171
6.7476,171
6.753,170
6.7586,171
6.7642,171
6.7699,167
6.7753,170
6.7809,170
6.7865,171
6.7919,170
6.7975,172
6.8032,170
6.8088,171
6.8142,168
6.8198,169
6.8254,167
6.8308,169
6.8363,171
6.8419,168
6.8476,168
6.8533,170
6.8586,168
6.8641,168
6.8698,170
6.8754,171
6.881,168
6.8864,169
6.8919,169
6.8976,167
6.9032,168
6.9088,167
6.9142,170
6.9197,169
6.9254,169
6.931,168
6.9364,168
6.942,167
6.9475,167
6.9532,169
6.9588,170
6.9641,170
6.9698,167
6.9753,168
6.981,168
6.9863,167
6.992,169
6.9976,169
7.0031,169
7.0086,170
7.0142,168
7.0198,171
7.0255,171
7.0308,169
7.0365,169
7.0421,171
7.0475,171
7.0531,169
7.0588,169
7.0644,169
7.0698,169
7.0754,170
7.0807,168
7.0864,168
7.092,169
7.0977,170
7.103,168
7.1087,170
7.1143,170
7.1199,171
7.1253,167
7.1309,168
7.1366,169
7.1419,170
7.1476,169
7.1532,169
7.1586,166
7.1642,167
7.1699,170
7.1755,171
7.1809,170
7.1865,168
7.1919,167
7.1975,170
7.2031,171
7.2088,169
7.2141,167
7.2198,166
7.2254,167
7.231,169
7.2364,169
7.242,166
7.2477,170
7.253,169
7.2587,170
