Experiment: Apr29_NP_tst_expt vial 9, Fri Apr 29 15:50:32 2022
0.0017,0.0
0.0067,0.0023180839568563982
0.0124,-0.002045232006613773
0.018,-0.002045232006613773
0.0233,0.0013583870760260908
0.0289,-0.0014840721201174745
0.0346,0.0011959444775566652
0.0402,0.0007972989977549361
0.0456,0.00019932575420789078
2.857,-0.0001993264240560677
2.8626,-0.0015209397062143637
2.8679,-0.0043637646625445115
2.8737,0.0015208364106307215
2.879,-0.0020821032466358247
2.8847,0.0
2.8903,-0.002842631228043402
2.8957,0.0
2.9013,-0.0024807940135449513
2.9069,-0.0013584575171847746
2.9126,-0.0043637646625445115
2.9179,-0.0005611247555119547
2.9236,0.0030415695256760245
2.9293,-0.0001993264240560677
2.9346,-0.001321601089124158
2.9403,0.0024805223399848586
2.9459,-0.001122263141880353
2.9513,-0.0001993264240560677
2.9569,-0.0005611247555119547
2.9625,0.0005611111246519584
2.9679,-0.00039865351795675963
2.9735,0.0018826009507932895
2.9792,0.002443665421269614
2.9848,-0.004201260777128013
2.9901,-0.0020821032466358247
2.9958,0.002879133250214494
3.0014,0.0017570210326383062
3.0068,-0.001122263141880353
3.0125,-0.0024807940135449513
3.0182,0.0007604311172642042
3.0235,0.0017201493019562974
3.0292,0.000398650838569381
3.0348,0.0009597504400318257
3.0402,0.0009597504400318257
3.0458,-0.0001993264240560677
3.0513,-0.0005611247555119547
3.057,-0.0024807940135449513
3.0626,-0.0007604569411601148
3.0679,0.0007604311172642042
3.0736,-0.002842631228043402
3.0791,0.00036179046219153577
3.0847,-0.00039865351795675963
3.0904,0.0009597504400318257
3.0957,-0.00039865351795675963
3.1013,0.0009597504400318257
3.1069,-0.0015209397062143637
3.1126,0.0
3.1179,-0.001321601089124158
3.1235,-0.0030419827080159223
3.1291,0.000398650838569381
3.1348,0.0017201493019562974
3.1404,0.0024805223399848586
3.1457,0.002081908750369621
3.1514,-0.0001993264240560677
3.157,0.0005611111246519584
3.1626,-0.0009597897966564517
3.1679,-0.0001993264240560677
3.1735,0.0017201493019562974
3.1792,-0.0015209397062143637
3.1848,-0.0032413348578348433
3.1902,0.0007604311172642042
3.1958,0.00019932575420789078
3.2014,-0.0017202789931509699
3.2068,0.0005611111246519584
3.2124,-0.0003617932397084189
3.218,0.00019932575420789078
3.2237,0.0005611111246519584
3.229,0.0
3.2346,0.0009597504400318257
3.2403,0.0015208364106307215
3.246,-0.0015209397062143637
3.2513,-0.0005979812817020758
3.2569,0.0007604311172642042
3.2626,0.0005611111246519584
3.2679,-0.0009597897966564517
3.2735,0.0022812158801013283
3.2792,-0.0024807940135449513
3.2848,-0.002879487459837904
3.2901,-0.002281448295168076
3.2958,-0.001882758867949974
3.3014,-0.0038025429447614556
3.307,-0.001321601089124158
3.3124,-0.004001901526022422
3.318,-0.003440687677500165
3.3236,-0.0015209397062143637
3.3292,-0.001321601089124158
3.3349,-0.0030419827080159223
3.3402,-0.0007604569411601148
3.3458,-0.0001993264240560677
3.3515,-0.0005611247555119547
3.3571,0.0005611111246519584
3.3624,-0.00039865351795675963
3.3681,-0.0011591233219974129
3.3737,-0.0032413348578348433
3.3793,-0.0001993264240560677
3.3846,0.001321522849458745
3.3903,-0.0005611247555119547
3.3959,0.0017201493019562974
3.4013,0.0011590690929512704
3.4069,-0.001882758867949974
3.4125,0.0011590690929512704
3.4182,0.0017201493019562974
3.4235,-0.000996638818733686
3.4291,-0.0009597897966564517
3.4348,-0.0001993264240560677
3.4404,0.00019932575420789078
3.4458,-0.0015209397062143637
3.4514,0.000398650838569381
3.457,0.0005611111246519584
3.4624,0.00019932575420789078
3.468,-0.00039865351795675963
3.4736,-0.0013584575171847746
3.4792,0.0019194615234354728
3.4846,0.001321522849458745
3.4902,0.0009597504400318257
3.4958,0.0007604311172642042
3.5014,0.0007604311172642042
3.5068,0.001321522849458745
3.5124,0.0019194615234354728
3.518,0.0009597504400318257
